persona,user_id,age,is_urban,is_weekend_rider,is_rain_rider,is_airport_trip,is_rush_hour,payment_type,passenger_count,monthly_rides_history,recency_days,preferred_hour,Y0,Y1,ite_realized,cate_true,treatment_rand,Y_rand,treatment_obs,propensity_true,Y_obs,avg_fare_per_trip,gross_revenue_30d,discount_cost_30d,net_contribution,y_obs,fare_rand
Suburban Cash,10500,28,0,1,0,0,0,2,1,0,6,21,7,0,-7,1.4146,1,0,1,0.274387,0,10.39,0.0,0.0,0.0,0,0.0
Urban Regulars,10501,25,1,0,0,0,0,1,3,11,2,13,7,21,14,0.8295,0,7,1,0.964661,21,10.9,76.3,0.0,53.41,7,76.3
Urban Regulars,10502,27,1,0,0,0,0,2,1,4,5,16,26,4,-22,0.5531,1,4,1,0.884714,4,18.64,74.56,11.18,41.01,4,74.56
Urban Regulars,10503,25,1,0,0,0,1,2,1,1,2,7,10,5,-5,0.4337,1,5,0,0.494984,10,18.95,94.75,14.21,52.12,5,94.75
Suburban Cash,10504,44,0,0,0,0,0,2,3,2,20,5,2,2,0,0.9867,0,2,0,0.116836,2,13.9,27.8,0.0,19.46,2,27.8
Suburban Card,10505,36,0,1,0,0,0,1,1,4,8,16,5,11,6,1.3384,0,5,1,0.500844,11,16.32,81.6,0.0,57.12,5,81.6
Suburban Cash,10506,39,0,0,0,0,1,2,2,1,14,9,0,0,0,0.4945,1,0,0,0.042234,0,9.68,0.0,0.0,0.0,0,0.0
Airport Business,10507,31,1,0,0,1,1,2,1,4,9,17,8,7,-1,0.2071,1,7,1,0.488312,7,97.86,685.02,21.0,458.51,7,685.02
Urban Regulars,10508,29,1,1,0,0,0,2,2,8,5,11,20,3,-17,0.7951,1,3,1,0.92504,3,10.9,32.7,4.9,17.99,3,32.7
Urban Regulars,10509,30,1,1,0,0,0,2,1,3,4,21,5,6,1,1.2996,1,6,1,0.84657,6,25.02,150.12,18.0,87.08,6,150.12
Suburban Card,10510,44,0,0,0,0,1,1,1,6,10,8,7,3,-4,0.6654,1,3,0,0.139594,7,43.01,129.03,9.0,81.32,3,129.03
Urban Regulars,10511,30,1,0,0,0,0,2,1,6,2,2,1,23,22,0.3404,0,1,1,0.92031,23,16.15,16.15,0.0,11.3,1,16.15
Suburban Card,10512,26,0,0,0,0,0,1,1,0,11,23,0,4,4,1.4217,0,0,0,0.219548,0,25.21,0.0,0.0,0.0,0,0.0
Urban Regulars,10513,37,1,0,0,0,1,2,2,5,4,8,8,11,3,0.1256,1,11,1,0.546472,11,34.35,377.85,33.0,231.5,11,377.85
Urban Regulars,10514,21,1,0,0,0,0,2,2,9,4,15,16,10,-6,0.782,1,10,1,0.960886,10,20.69,206.9,30.0,114.83,10,206.9
Suburban Card,10515,36,0,0,0,0,1,1,2,4,10,8,5,14,9,0.7609,0,5,0,0.159137,5,24.43,122.15,0.0,85.5,5,122.15
Rain Riders,10516,28,1,0,1,0,1,2,2,7,5,19,16,4,-12,0.1139,1,4,1,0.439035,4,28.8,115.2,12.0,68.64,4,115.2
Urban Regulars,10517,25,1,0,0,0,0,2,1,3,4,16,8,0,-8,0.3148,0,8,0,0.882738,8,22.02,176.16,0.0,123.31,8,176.16
Suburban Cash,10518,40,0,1,0,0,0,2,1,2,14,15,10,3,-7,1.2336,1,3,1,0.219241,3,9.65,28.95,4.34,15.92,3,28.95
Urban Regulars,10519,26,1,1,0,0,1,2,1,4,3,7,8,16,8,0.1298,1,16,1,0.683092,16,29.03,464.48,48.0,277.14,16,464.48
Suburban Card,10520,36,0,0,0,0,1,1,1,1,11,7,8,0,-8,0.9568,0,8,1,0.063989,0,20.2,161.6,0.0,113.12,8,161.6
Suburban Card,10521,26,0,0,0,0,0,1,1,8,8,14,6,6,0,0.9623,1,6,0,0.772768,6,10.87,65.22,9.78,35.87,6,65.22
Suburban Cash,10522,41,0,0,1,0,1,2,1,4,12,9,0,2,2,0.3275,0,0,0,0.034113,0,57.63,0.0,0.0,0.0,0,0.0
Urban Regulars,10523,32,1,0,0,0,0,1,3,8,1,23,16,11,-5,1.1435,0,16,1,0.93478,11,13.49,215.84,0.0,151.09,16,215.84
Urban Regulars,10524,27,1,0,0,0,0,2,1,4,4,20,5,8,3,1.0751,1,8,1,0.89301,8,19.99,159.92,23.99,87.95,8,159.92
Suburban Cash,10525,27,0,0,0,0,1,2,2,8,15,9,0,14,14,0.2678,1,14,0,0.283684,0,13.17,184.38,27.66,101.41,14,184.38
Urban Regulars,10526,33,1,0,0,0,0,2,1,0,6,1,6,0,-6,1.3896,1,0,0,0.485023,6,8.53,0.0,0.0,0.0,0,0.0
Suburban Cash,10527,23,0,0,0,0,1,2,3,5,14,8,7,15,8,0.4621,0,7,0,0.267545,7,19.16,134.12,0.0,93.88,7,134.12
Suburban Cash,10528,33,0,0,0,0,0,2,2,0,15,16,0,7,7,0.8592,0,0,0,0.115137,0,22.18,0.0,0.0,0.0,0,0.0
Urban Regulars,10529,26,1,0,0,0,1,2,1,4,4,18,17,14,-3,0.1405,0,17,0,0.66463,17,13.13,223.21,0.0,156.25,17,223.21
Urban Regulars,10530,29,1,1,0,0,1,1,1,3,3,7,5,32,27,0.9048,0,5,1,0.587612,32,30.54,152.7,0.0,106.89,5,152.7
Suburban Cash,10531,31,0,1,0,0,0,2,1,3,9,21,0,11,11,1.2869,1,11,1,0.500628,11,18.49,203.39,30.51,111.86,11,203.39
Urban Regulars,10532,32,1,0,0,0,1,2,2,6,9,17,2,5,3,0.3023,0,2,1,0.558276,5,21.19,42.38,0.0,29.67,2,42.38
Urban Regulars,10533,23,1,0,0,0,1,2,1,3,7,9,10,11,1,0.5608,0,10,1,0.596482,11,17.44,174.4,0.0,122.08,10,174.4
Suburban Card,10534,42,0,0,0,0,0,1,1,0,11,1,8,7,-1,1.2951,1,7,0,0.094282,8,5.27,36.89,5.53,20.29,7,36.89
Urban Regulars,10535,26,1,0,0,0,0,2,1,3,3,22,8,20,12,1.1109,0,8,0,0.884984,8,25.1,200.8,0.0,140.56,8,200.8
Airport Business,10536,25,1,0,0,1,1,2,1,5,3,9,10,12,2,0.116,1,12,1,0.734201,12,51.44,617.28,36.0,396.1,12,617.28
Suburban Cash,10537,36,0,1,0,1,0,2,2,0,8,0,1,0,-1,0.516,0,1,0,0.162795,1,100.94,100.94,0.0,70.66,1,100.94
Suburban Cash,10538,39,0,0,0,0,1,2,1,6,14,18,8,8,0,0.4495,0,8,0,0.13657,8,21.87,174.96,0.0,122.47,8,174.96
Urban Regulars,10539,26,1,1,0,0,0,2,2,2,3,11,13,0,-13,1.5146,1,0,0,0.851598,13,10.57,0.0,0.0,0.0,0,0.0
Suburban Cash,10540,32,0,0,0,0,1,2,2,2,13,19,0,6,6,0.5339,1,6,0,0.100741,0,64.81,388.86,18.0,254.2,6,388.86
Suburban Cash,10541,28,0,0,1,0,0,2,1,3,8,20,6,16,10,0.795,1,16,0,0.283519,6,55.43,886.88,48.0,572.82,16,886.88
Urban Regulars,10542,21,1,0,0,0,0,2,1,0,6,10,1,11,10,1.8088,0,1,1,0.665003,11,38.84,38.84,0.0,27.19,1,38.84
Urban Regulars,10543,25,1,0,0,0,1,2,1,4,4,8,21,17,-4,0.1405,1,17,1,0.678335,17,15.69,266.73,40.01,146.7,17,266.73
Suburban Cash,10544,33,0,0,0,0,1,2,2,0,5,17,3,0,-3,0.3599,0,3,0,0.063025,3,24.21,72.63,0.0,50.84,3,72.63
Urban Regulars,10545,25,1,0,0,0,0,2,2,2,1,16,1,13,12,0.9013,1,13,1,0.878399,13,36.01,468.13,39.0,288.69,13,468.13
Suburban Cash,10546,30,0,0,0,0,0,2,1,0,16,21,2,0,-2,0.7806,0,2,1,0.125986,0,44.83,89.66,0.0,62.76,2,89.66
Urban Regulars,10547,23,1,0,0,0,0,2,2,3,2,5,3,14,11,0.6447,0,3,1,0.909777,14,9.49,28.47,0.0,19.93,3,28.47
Rain Riders,10548,23,1,1,1,0,0,2,3,4,2,16,10,15,5,0.5886,0,10,1,0.792232,15,5.12,51.2,0.0,35.84,10,51.2
Urban Regulars,10549,23,1,1,0,0,1,2,1,3,1,17,34,0,-34,0.1269,0,34,1,0.709908,0,19.08,648.72,0.0,454.1,34,648.72
Urban Regulars,10550,27,1,0,0,0,1,2,1,10,1,17,19,19,0,0.0671,0,19,1,0.842615,19,14.96,284.24,0.0,198.97,19,284.24
Suburban Cash,10551,36,0,1,0,0,0,2,1,3,12,2,8,8,0,1.1057,1,8,0,0.363498,8,38.76,310.08,24.0,193.06,8,310.08
Urban Regulars,10552,27,1,0,0,0,0,2,1,3,6,23,4,10,6,1.0171,1,10,1,0.84894,10,7.07,70.7,10.6,38.89,10,70.7
Suburban Cash,10553,36,0,1,0,0,0,2,2,3,6,20,7,1,-6,0.8461,0,7,1,0.485979,1,11.41,79.87,0.0,55.91,7,79.87
Rain Riders,10554,23,1,0,1,0,0,2,1,6,6,16,12,5,-7,0.3551,0,12,1,0.79338,5,8.74,104.88,0.0,73.42,12,104.88
Suburban Cash,10555,32,0,0,0,0,0,2,1,0,13,22,0,4,4,1.0713,1,4,1,0.140742,4,16.08,64.32,9.65,35.37,4,64.32
Suburban Cash,10556,29,0,0,0,0,0,2,2,2,19,10,0,0,0,1.0283,0,0,0,0.267621,0,17.69,0.0,0.0,0.0,0,0.0
Rain Riders,10557,26,1,0,1,0,1,2,1,3,4,18,24,6,-18,0.364,1,6,0,0.322236,24,23.36,140.16,18.0,80.11,6,140.16
Urban Regulars,10558,22,1,0,0,0,1,2,1,17,3,17,55,22,-33,0.0576,1,22,0,0.910729,55,10.14,223.08,33.46,122.7,22,223.08
Suburban Cash,10559,26,0,1,0,0,0,2,1,1,12,6,4,6,2,1.3884,0,4,0,0.343982,4,49.13,196.52,0.0,137.56,4,196.52
Suburban Cash,10560,33,0,0,0,0,1,2,1,6,7,9,4,9,5,0.4617,0,4,0,0.292527,4,26.71,106.84,0.0,74.79,4,106.84
Urban Regulars,10561,24,1,1,0,0,1,2,3,0,5,18,13,0,-13,0.3528,1,0,0,0.285629,13,22.48,0.0,0.0,0.0,0,0.0
Urban Regulars,10562,24,1,0,0,0,0,2,1,3,4,22,17,9,-8,1.1349,1,9,1,0.889018,9,14.76,132.84,19.93,73.06,9,132.84
Suburban Cash,10563,31,0,0,0,0,1,2,1,0,17,7,7,0,-7,0.7702,0,7,0,0.027039,7,28.37,198.59,0.0,139.01,7,198.59
Urban Regulars,10564,29,1,0,0,0,1,2,1,11,4,18,39,14,-25,0.0812,1,14,0,0.800626,39,39.44,552.16,42.0,344.51,14,552.16
Suburban Card,10565,39,0,0,0,0,0,1,3,0,19,13,0,15,15,1.4446,1,15,0,0.060189,0,37.31,559.65,45.0,346.75,15,559.65
Urban Regulars,10566,21,1,0,0,0,0,2,1,9,4,4,15,10,-5,0.5181,1,10,0,0.960886,15,6.54,65.4,9.81,35.97,10,65.4
Rain Riders,10567,25,1,0,1,0,0,2,1,0,6,16,6,7,1,0.9303,1,7,1,0.318025,7,10.53,73.71,11.06,40.54,7,73.71
Suburban Card,10568,34,0,1,0,0,0,1,1,8,20,6,10,0,-10,1.1596,1,0,0,0.430139,10,38.15,0.0,0.0,0.0,0,0.0
Rain Riders,10569,29,1,1,1,0,1,2,1,8,6,17,13,22,9,0.1987,1,22,1,0.432627,22,16.81,369.82,55.47,203.4,22,369.82
Suburban Cash,10570,38,0,0,0,1,1,2,1,2,14,18,10,5,-5,0.4031,0,10,1,0.066246,5,80.73,807.3,0.0,565.11,10,807.3
Urban Regulars,10571,28,1,0,0,0,0,2,3,5,3,12,12,26,14,0.8746,1,26,1,0.911302,26,9.74,253.24,37.99,139.28,26,253.24
Urban Regulars,10572,24,1,0,0,0,1,2,1,2,3,19,2,6,4,0.2496,0,2,1,0.59181,6,31.67,63.34,0.0,44.34,2,63.34
Urban Regulars,10573,28,1,0,0,0,0,2,2,4,7,10,4,0,-4,0.9917,1,0,1,0.859081,0,16.93,0.0,0.0,0.0,0,0.0
Urban Regulars,10574,27,1,0,0,0,1,2,2,18,4,17,29,45,16,0.1532,1,45,1,0.879002,45,42.61,1917.45,135.0,1207.21,45,1917.45
Suburban Cash,10575,26,0,0,0,0,0,2,1,0,7,21,0,6,6,1.2731,1,6,0,0.282473,0,24.23,145.38,18.0,83.77,6,145.38
Suburban Card,10576,28,0,0,0,0,1,1,1,4,18,8,10,12,2,0.9147,1,12,1,0.137082,12,24.25,291.0,36.0,167.7,12,291.0
Suburban Cash,10577,34,0,0,0,0,1,2,3,3,13,18,6,7,1,0.4238,1,7,0,0.117123,6,19.98,139.86,20.98,76.92,7,139.86
Urban Regulars,10578,31,1,0,0,0,1,2,1,6,5,17,22,7,-15,0.1237,0,22,1,0.653028,7,13.79,303.38,0.0,212.37,22,303.38
Rain Riders,10579,25,1,1,1,0,1,2,1,5,6,17,11,17,6,0.218,1,17,0,0.392691,11,12.42,211.14,31.67,116.13,17,211.14
Urban Regulars,10580,38,1,1,0,0,1,1,1,2,3,7,20,13,-7,0.5746,0,20,0,0.377914,20,14.58,291.6,0.0,204.12,20,291.6
Suburban Cash,10581,21,0,1,0,0,0,2,1,0,11,13,4,0,-4,2.2339,1,0,0,0.277351,4,34.9,0.0,0.0,0.0,0,0.0
Urban Regulars,10582,27,1,1,0,0,0,1,2,7,6,22,13,7,-6,1.0028,0,13,0,0.919312,13,32.19,418.47,0.0,292.93,13,418.47
Airport Business,10583,27,1,0,0,1,1,2,2,2,6,8,12,13,1,0.2208,1,13,0,0.483256,12,68.73,893.49,39.0,586.44,13,893.49
Rain Riders,10584,32,1,1,1,0,1,2,2,10,7,7,15,23,8,0.1096,1,23,1,0.416548,23,13.05,300.15,45.02,165.08,23,300.15
Rain Riders,10585,24,1,0,1,0,0,2,1,3,3,22,12,19,7,1.2326,0,12,1,0.724076,19,10.81,129.72,0.0,90.8,12,129.72
Suburban Cash,10586,29,0,0,0,0,1,2,1,3,10,8,2,7,5,0.3981,1,7,0,0.188889,2,22.8,159.6,21.0,90.72,7,159.6
Suburban Cash,10587,29,0,1,0,0,0,2,1,5,20,11,0,5,5,0.883,1,5,1,0.405157,5,54.41,272.05,15.0,175.44,5,272.05
Suburban Card,10588,40,0,1,0,0,0,1,1,9,9,23,16,8,-8,0.8528,0,16,0,0.593281,16,32.88,526.08,0.0,368.26,16,526.08
Urban Regulars,10589,32,1,0,0,0,1,2,1,2,2,9,4,11,7,0.2229,0,4,0,0.489603,4,14.4,57.6,0.0,40.32,4,57.6
Rain Riders,10590,25,1,0,1,0,0,2,3,3,3,11,9,3,-6,1.0552,0,9,1,0.711491,3,22.61,203.49,0.0,142.44,9,203.49
Airport Business,10591,23,1,1,0,1,1,2,1,1,3,17,10,7,-3,0.2215,0,10,0,0.505045,10,89.27,892.7,0.0,624.89,10,892.7
Suburban Cash,10592,27,0,0,0,0,0,2,3,0,13,5,10,2,-8,1.1433,0,10,0,0.182653,10,21.76,217.6,0.0,152.32,10,217.6
Suburban Card,10593,25,0,1,1,0,1,1,2,7,13,18,0,0,0,1.0337,1,0,0,0.124113,0,24.0,0.0,0.0,0.0,0,0.0
Urban Regulars,10594,33,1,0,0,0,0,2,1,13,0,13,20,11,-9,0.4824,0,20,0,0.95831,20,24.55,491.0,0.0,343.7,20,491.0
Suburban Cash,10595,32,0,1,0,0,0,2,1,4,14,20,3,0,-3,1.0931,1,0,0,0.437281,3,43.91,0.0,0.0,0.0,0,0.0
Airport Business,10596,31,1,0,0,1,1,2,1,5,0,8,11,11,0,0.091,1,11,1,0.709982,11,67.49,742.39,33.0,486.67,11,742.39
Urban Regulars,10597,26,1,0,0,0,0,2,3,3,5,12,20,0,-20,1.1157,1,0,0,0.866743,20,9.01,0.0,0.0,0.0,0,0.0
Urban Regulars,10598,39,1,1,0,0,1,2,1,11,7,19,4,6,2,0.1672,0,4,0,0.626405,4,31.34,125.36,0.0,87.75,4,125.36
Urban Regulars,10599,30,1,0,0,0,1,2,3,5,4,17,10,18,8,0.343,1,18,1,0.650527,18,85.64,1541.52,54.0,1025.06,18,1541.52
Suburban Cash,10600,34,0,1,0,0,1,2,2,0,12,18,0,0,0,1.2177,0,0,0,0.033915,0,15.74,0.0,0.0,0.0,0,0.0
Suburban Cash,10601,36,0,0,0,0,1,2,1,1,12,9,12,4,-8,0.6651,1,4,0,0.059137,12,6.58,26.32,3.95,14.47,4,26.32
Suburban Card,10602,27,0,0,0,0,0,1,1,3,11,14,10,0,-10,1.061,1,0,0,0.52074,10,18.24,0.0,0.0,0.0,0,0.0
Suburban Cash,10603,29,0,0,0,0,0,2,1,8,11,20,7,13,6,0.5814,0,7,1,0.686875,13,15.3,107.1,0.0,74.97,7,107.1
Suburban Cash,10604,39,0,0,1,0,1,2,1,2,9,19,8,7,-1,0.3037,1,7,0,0.029659,8,29.83,208.81,21.0,125.17,7,208.81
Urban Regulars,10605,27,1,1,0,0,0,2,1,6,3,14,6,19,13,0.982,0,6,1,0.927503,19,27.37,164.22,0.0,114.95,6,164.22
Urban Regulars,10606,29,1,0,0,0,1,2,3,2,3,8,9,15,6,0.2818,1,15,0,0.515192,9,34.92,523.8,45.0,321.66,15,523.8
Rain Riders,10607,26,1,1,1,0,1,2,1,2,1,19,13,0,-13,0.151,1,0,1,0.313291,0,14.12,0.0,0.0,0.0,0,0.0
Suburban Card,10608,31,0,0,1,0,0,1,1,5,11,1,2,12,10,0.8462,1,12,0,0.278458,2,13.97,167.64,25.15,92.2,12,167.64
Suburban Card,10609,42,0,1,0,0,0,1,2,0,8,12,6,10,4,2.2908,0,6,0,0.118118,6,21.2,127.2,0.0,89.04,6,127.2
Suburban Cash,10610,33,0,0,0,0,0,2,1,2,17,23,2,6,4,0.9608,1,6,0,0.252142,2,19.08,114.48,17.17,62.97,6,114.48
Urban Regulars,10611,28,1,0,0,0,0,2,1,7,3,14,2,5,3,1.0879,0,2,1,0.932325,5,6.26,12.52,0.0,8.76,2,12.52
Urban Regulars,10612,26,1,0,0,0,0,2,1,3,0,20,13,9,-4,1.0728,0,13,1,0.908259,9,16.08,209.04,0.0,146.33,13,209.04
Suburban Card,10613,30,0,0,0,0,1,1,1,0,16,19,4,0,-4,0.8656,0,4,0,0.031161,4,32.33,129.32,0.0,90.52,4,129.32
Urban Regulars,10614,26,1,1,0,0,0,1,1,5,4,16,16,29,13,0.8185,1,29,0,0.914502,16,18.92,548.68,82.3,301.78,29,548.68
Rain Riders,10615,27,1,1,1,1,0,2,2,7,5,14,16,5,-11,0.4193,1,5,1,0.788691,5,40.48,202.4,15.0,126.68,5,202.4
Urban Regulars,10616,33,1,0,0,0,0,2,1,5,5,2,25,3,-22,0.3224,0,25,1,0.864237,3,11.04,276.0,0.0,193.2,25,276.0
Urban Regulars,10617,27,1,0,0,0,0,2,1,2,3,6,8,27,19,0.5393,1,27,1,0.843573,27,17.39,469.53,70.43,258.24,27,469.53
Suburban Card,10618,40,0,0,0,1,1,1,1,0,14,17,0,0,0,0.486,0,0,0,0.020031,0,68.97,0.0,0.0,0.0,0,0.0
Suburban Cash,10619,27,0,0,1,0,0,2,1,3,10,1,3,4,1,0.7606,1,4,0,0.262508,3,34.18,136.72,12.0,83.7,4,136.72
Suburban Card,10620,35,0,0,0,0,1,1,1,2,8,17,6,1,-5,0.5529,0,6,0,0.123974,6,24.05,144.3,0.0,101.01,6,144.3
Urban Regulars,10621,21,1,1,0,0,1,2,1,3,3,18,11,18,7,0.2811,1,18,1,0.700812,18,17.05,306.9,46.04,168.79,18,306.9
Rain Riders,10622,24,1,0,1,0,0,2,1,7,6,10,13,37,24,0.8507,0,13,1,0.80525,37,25.62,333.06,0.0,233.14,13,333.06
Suburban Card,10623,28,0,0,0,0,0,1,1,0,10,21,0,4,4,1.5845,1,4,0,0.212729,0,23.52,94.08,12.0,53.86,4,94.08
Rain Riders,10624,25,1,1,1,0,1,2,1,8,8,17,0,14,14,0.156,0,0,1,0.452482,14,13.02,0.0,0.0,0.0,0,0.0
Urban Regulars,10625,32,1,0,0,0,1,2,1,2,2,8,0,10,10,0.1632,0,0,1,0.489603,10,21.53,0.0,0.0,0.0,0,0.0
Suburban Card,10626,23,0,1,0,0,0,1,1,5,21,16,0,8,8,1.4764,0,0,1,0.476207,8,18.71,0.0,0.0,0.0,0,0.0
Rain Riders,10627,32,1,0,1,1,1,2,1,6,4,17,30,9,-21,0.1142,1,9,0,0.366853,30,70.67,636.03,27.0,418.22,9,636.03
Urban Regulars,10628,21,1,1,0,0,1,2,1,8,4,17,5,15,10,0.1172,0,5,1,0.831173,15,29.33,146.65,0.0,102.66,5,146.65
Suburban Cash,10629,30,0,1,0,0,1,2,2,0,12,7,0,10,10,0.9194,0,0,1,0.043072,10,15.85,0.0,0.0,0.0,0,0.0
Suburban Card,10630,30,0,0,0,0,0,1,4,6,10,14,6,2,-4,0.9297,1,2,1,0.634414,2,36.74,73.48,6.0,45.44,2,73.48
Rain Riders,10631,35,1,1,1,0,0,2,1,0,4,14,5,10,5,2.3561,0,5,1,0.228613,10,26.29,131.45,0.0,92.01,5,131.45
Airport Business,10632,30,1,1,0,1,0,2,2,0,3,14,10,0,-10,0.6275,0,10,1,0.593518,0,68.83,688.3,0.0,481.81,10,688.3
Suburban Card,10633,49,0,1,0,0,0,1,1,0,12,20,0,4,4,1.9982,1,4,0,0.058338,0,13.86,55.44,8.32,30.49,4,55.44
Suburban Card,10634,51,0,0,0,0,1,1,1,0,16,17,4,0,-4,1.2373,0,4,0,0.008648,4,42.96,171.84,0.0,120.29,4,171.84
Suburban Cash,10635,40,0,0,1,0,0,2,1,7,14,20,6,7,1,0.6041,0,6,0,0.186933,6,11.4,68.4,0.0,47.88,6,68.4
Urban Regulars,10636,24,1,0,0,0,1,1,1,10,2,17,12,19,7,0.3387,0,12,0,0.855721,12,35.85,430.2,0.0,301.14,12,430.2
Suburban Card,10637,35,0,1,0,0,0,1,2,3,14,16,0,20,20,1.6623,0,0,1,0.339367,20,46.65,0.0,0.0,0.0,0,0.0
Suburban Cash,10638,33,0,0,0,0,1,2,1,0,17,19,0,1,1,0.601,0,0,0,0.023955,0,51.17,0.0,0.0,0.0,0,0.0
Urban Regulars,10639,25,1,1,0,0,0,2,1,9,5,20,7,15,8,0.7241,1,15,1,0.946284,15,9.94,149.1,22.36,82.01,15,149.1
Urban Regulars,10640,31,1,0,0,0,1,2,3,6,6,18,23,17,-6,0.3115,1,17,1,0.633754,17,23.24,395.08,51.0,225.56,17,395.08
Suburban Card,10641,25,0,1,0,0,1,1,1,4,5,8,5,9,4,0.7233,1,9,1,0.363292,9,40.3,362.7,27.0,226.89,9,362.7
Suburban Cash,10642,27,0,0,0,0,1,2,1,3,14,7,10,8,-2,0.3884,0,10,0,0.158551,10,48.56,485.6,0.0,339.92,10,485.6
Suburban Cash,10643,23,0,0,0,0,0,2,1,8,18,22,4,4,0,0.6116,1,4,0,0.638814,4,20.73,82.92,12.0,46.04,4,82.92
Suburban Cash,10644,27,0,1,0,0,1,2,2,0,13,18,2,5,3,1.358,1,5,0,0.047495,2,86.97,434.85,15.0,289.4,5,434.85
Suburban Cash,10645,27,0,0,0,0,0,2,1,0,13,15,0,0,0,1.3097,0,0,0,0.182653,0,10.58,0.0,0.0,0.0,0,0.0
Urban Regulars,10646,26,1,0,0,0,0,2,1,5,6,20,16,17,1,1.0921,0,16,0,0.900416,16,7.59,121.44,0.0,85.01,16,121.44
Urban Regulars,10647,32,1,1,0,0,1,2,2,14,2,8,35,11,-24,0.1107,0,35,1,0.831929,11,23.3,815.5,0.0,570.85,35,815.5
Suburban Cash,10648,29,0,0,0,0,0,2,1,1,17,16,0,0,0,0.7694,0,0,0,0.222338,0,15.69,0.0,0.0,0.0,0,0.0
Urban Regulars,10649,32,1,0,0,0,1,2,3,10,5,8,14,2,-12,0.2102,1,2,1,0.737125,2,16.01,32.02,4.8,17.61,2,32.02
Urban Regulars,10650,38,1,0,0,0,0,2,1,4,4,15,11,8,-3,0.9981,0,11,1,0.808207,8,19.57,215.27,0.0,150.69,11,215.27
Suburban Cash,10651,42,0,0,0,0,0,2,1,0,6,22,3,3,0,0.9754,0,3,0,0.136775,3,17.34,52.02,0.0,36.41,3,52.02
Urban Regulars,10652,23,1,1,0,0,1,2,1,6,5,19,0,11,11,0.2084,1,11,0,0.755736,0,43.92,483.12,33.0,305.18,11,483.12
Suburban Cash,10653,28,0,0,0,0,0,2,1,0,7,20,0,7,7,1.273,0,0,0,0.25798,0,46.65,0.0,0.0,0.0,0,0.0
Urban Regulars,10654,32,1,0,0,0,1,2,1,2,2,19,8,17,9,0.1632,1,17,1,0.489603,17,18.02,306.34,45.95,168.49,17,306.34
Urban Regulars,10655,24,1,0,0,0,1,2,1,9,7,9,14,5,-9,0.1398,0,14,1,0.77953,5,19.63,274.82,0.0,192.37,14,274.82
Rain Riders,10656,27,1,0,1,0,0,2,1,7,1,10,5,22,17,0.7799,1,22,1,0.839313,22,9.69,213.18,31.98,117.25,22,213.18
Suburban Cash,10657,36,0,0,0,0,1,2,1,12,13,8,6,15,9,0.4172,0,6,0,0.280397,6,34.22,205.32,0.0,143.72,6,205.32
Suburban Card,10658,38,0,1,0,0,0,1,1,0,11,22,0,5,5,2.0655,0,0,0,0.117751,0,32.92,0.0,0.0,0.0,0,0.0
Urban Regulars,10659,28,1,0,0,0,0,1,2,0,4,16,9,11,2,1.6642,0,9,0,0.60319,9,17.0,153.0,0.0,107.1,9,153.0
Urban Regulars,10660,23,1,0,0,0,0,2,1,5,4,16,9,15,6,0.2851,1,15,1,0.927995,15,11.35,170.25,25.54,93.64,15,170.25
Urban Regulars,10661,25,1,0,0,0,1,2,1,9,6,9,8,4,-4,0.1601,1,4,1,0.783268,4,24.33,97.32,12.0,56.12,4,97.32
Suburban Card,10662,42,0,1,0,0,1,1,2,1,14,7,0,0,0,1.3382,0,0,1,0.035306,0,46.25,0.0,0.0,0.0,0,0.0
Suburban Cash,10663,32,0,1,0,0,0,2,1,0,13,15,0,13,13,1.709,1,13,0,0.140742,0,23.7,308.1,39.0,176.67,13,308.1
Suburban Card,10664,48,0,1,0,0,0,1,1,3,7,20,11,6,-5,1.4536,0,11,1,0.291994,6,14.26,156.86,0.0,109.8,11,156.86
Rain Riders,10665,28,1,1,1,0,1,2,1,6,3,9,1,6,5,0.1053,1,6,0,0.446904,1,15.84,95.04,14.26,52.27,6,95.04
Suburban Cash,10666,27,0,0,0,0,0,2,1,0,14,16,6,0,-6,1.1145,0,6,0,0.170443,6,25.98,155.88,0.0,109.12,6,155.88
Rain Riders,10667,29,1,0,1,0,1,2,2,5,5,8,12,12,0,0.1361,0,12,0,0.354223,12,36.48,437.76,0.0,306.43,12,437.76
Urban Regulars,10668,33,1,1,0,0,0,2,1,0,2,10,5,4,-1,1.267,0,5,1,0.568601,4,17.41,87.05,0.0,60.93,5,87.05
Urban Regulars,10669,27,1,1,0,0,1,2,1,5,3,18,6,5,-1,0.4467,1,5,1,0.709256,5,17.36,86.8,13.02,47.74,5,86.8
Urban Regulars,10670,27,1,0,0,0,0,2,1,2,5,12,7,0,-7,1.5647,0,7,1,0.820099,0,12.13,84.91,0.0,59.44,7,84.91
Airport Business,10671,28,1,1,0,1,0,2,1,3,4,11,11,12,1,0.6511,1,12,1,0.862026,12,47.23,566.76,36.0,360.73,12,566.76
Suburban Cash,10672,36,0,1,0,0,1,2,2,0,13,8,0,6,6,1.272,0,0,0,0.027715,0,32.44,0.0,0.0,0.0,0,0.0
Urban Regulars,10673,24,1,0,0,0,0,2,1,2,5,16,15,5,-10,0.8997,0,15,1,0.84598,5,20.32,304.8,0.0,213.36,15,304.8
Suburban Card,10674,24,0,1,0,0,0,1,1,5,14,23,4,10,6,1.0584,1,10,1,0.606054,10,27.16,271.6,30.0,160.12,10,271.6
